date,Wind,Solar,Load,month,day,weekday,hour
2022-12-31 23:00:00+0000,32006.5,0.0,38346.0,1,1,6,0
2023-01-01 00:00:00+0000,33173.5,0.0,37777.25,1,1,6,1
2023-01-01 01:00:00+0000,33357.0,0.0,36939.75,1,1,6,2
2023-01-01 02:00:00+0000,30956.75,0.0,35932.5,1,1,6,3
2023-01-01 03:00:00+0000,30401.25,0.0,35486.25,1,1,6,4
2023-01-01 04:00:00+0000,30699.75,0.0,35647.25,1,1,6,5
2023-01-01 05:00:00+0000,30593.0,2.0,35231.75,1,1,6,6
2023-01-01 06:00:00+0000,31197.75,2.25,36172.25,1,1,6,7
2023-01-01 07:00:00+0000,30058.0,506.75,36829.25,1,1,6,8
2023-01-01 08:00:00+0000,29132.5,3320.75,39226.5,1,1,6,9
2023-01-01 09:00:00+0000,27830.5,6353.25,41005.5,1,1,6,10
2023-01-01 10:00:00+0000,27019.0,8440.75,43703.0,1,1,6,11
2023-01-01 11:00:00+0000,25451.75,8854.5,44205.75,1,1,6,12
2023-01-01 12:00:00+0000,24627.25,7771.75,43621.75,1,1,6,13
2023-01-01 13:00:00+0000,27266.75,4975.25,43231.5,1,1,6,14
2023-01-01 14:00:00+0000,28993.0,1786.5,43691.75,1,1,6,15
2023-01-01 15:00:00+0000,27635.5,105.25,45668.75,1,1,6,16
2023-01-01 16:00:00+0000,26489.75,3.25,48732.0,1,1,6,17
2023-01-01 17:00:00+0000,25821.5,2.0,48882.0,1,1,6,18
2023-01-01 18:00:00+0000,25290.25,0.0,47468.5,1,1,6,19
2023-01-01 19:00:00+0000,25239.75,0.0,44883.5,1,1,6,20
2023-01-01 20:00:00+0000,25576.5,0.0,43222.75,1,1,6,21
2023-01-01 21:00:00+0000,23634.0,0.0,42278.0,1,1,6,22
2023-01-01 22:00:00+0000,22934.5,0.0,39092.75,1,1,6,23
2023-01-01 23:00:00+0000,21566.0,0.0,36789.75,1,2,0,0
2023-01-02 00:00:00+0000,20954.25,0.0,35423.75,1,2,0,1
2023-01-02 01:00:00+0000,22265.75,0.0,35284.25,1,2,0,2
2023-01-02 02:00:00+0000,23580.0,0.0,36058.5,1,2,0,3
2023-01-02 03:00:00+0000,25389.75,0.0,37796.0,1,2,0,4
2023-01-02 04:00:00+0000,26695.0,0.0,40899.0,1,2,0,5
2023-01-02 05:00:00+0000,28883.25,2.25,47069.5,1,2,0,6
2023-01-02 06:00:00+0000,30387.0,2.25,52317.25,1,2,0,7
2023-01-02 07:00:00+0000,32144.75,425.0,56231.0,1,2,0,8
2023-01-02 08:00:00+0000,32258.75,2681.0,57444.75,1,2,0,9
2023-01-02 09:00:00+0000,30728.25,5208.25,59241.0,1,2,0,10
2023-01-02 10:00:00+0000,30241.5,6966.25,60654.5,1,2,0,11
2023-01-02 11:00:00+0000,30052.25,7200.5,61571.75,1,2,0,12
2023-01-02 12:00:00+0000,30171.0,5663.25,60448.0,1,2,0,13
2023-01-02 13:00:00+0000,30465.5,3211.25,59188.25,1,2,0,14
2023-01-02 14:00:00+0000,29380.25,969.0,59014.0,1,2,0,15
2023-01-02 15:00:00+0000,28861.0,47.0,59885.5,1,2,0,16
2023-01-02 16:00:00+0000,29072.25,4.0,61094.0,1,2,0,17
2023-01-02 17:00:00+0000,29465.75,2.25,60650.25,1,2,0,18
2023-01-02 18:00:00+0000,29018.0,0.0,59584.0,1,2,0,19
2023-01-02 19:00:00+0000,28110.5,0.0,56001.0,1,2,0,20
2023-01-02 20:00:00+0000,26910.0,0.0,53154.25,1,2,0,21
2023-01-02 21:00:00+0000,25540.5,0.0,50189.5,1,2,0,22
2023-01-02 22:00:00+0000,24628.0,0.0,47103.5,1,2,0,23
2023-01-02 23:00:00+0000,23422.75,0.0,44238.25,1,3,1,0
2023-01-03 00:00:00+0000,22250.5,0.0,42383.5,1,3,1,1
2023-01-03 01:00:00+0000,20770.25,0.0,41816.5,1,3,1,2
2023-01-03 02:00:00+0000,19314.25,0.0,41849.75,1,3,1,3
2023-01-03 03:00:00+0000,17929.75,0.0,43469.0,1,3,1,4
2023-01-03 04:00:00+0000,16469.5,0.0,45864.5,1,3,1,5
2023-01-03 05:00:00+0000,15539.5,2.0,50854.75,1,3,1,6
2023-01-03 06:00:00+0000,14766.0,2.5,55893.0,1,3,1,7
2023-01-03 07:00:00+0000,14169.75,230.25,58364.25,1,3,1,8
2023-01-03 08:00:00+0000,13654.75,2430.25,59363.25,1,3,1,9
2023-01-03 09:00:00+0000,12884.25,5867.75,60057.25,1,3,1,10
2023-01-03 10:00:00+0000,11667.25,9214.75,60964.75,1,3,1,11
2023-01-03 11:00:00+0000,10928.75,10080.5,60692.75,1,3,1,12
2023-01-03 12:00:00+0000,11226.0,8349.5,59218.0,1,3,1,13
2023-01-03 13:00:00+0000,11466.25,5420.5,58408.5,1,3,1,14
2023-01-03 14:00:00+0000,11899.75,2005.0,58068.25,1,3,1,15
2023-01-03 15:00:00+0000,13159.75,120.25,59324.0,1,3,1,16
2023-01-03 16:00:00+0000,16109.5,4.0,61914.5,1,3,1,17
2023-01-03 17:00:00+0000,19095.5,2.25,61545.5,1,3,1,18
2023-01-03 18:00:00+0000,22189.0,0.0,59743.25,1,3,1,19
2023-01-03 19:00:00+0000,25370.25,0.0,56607.75,1,3,1,20
2023-01-03 20:00:00+0000,27616.5,0.0,53669.0,1,3,1,21
2023-01-03 21:00:00+0000,28826.0,0.0,51470.25,1,3,1,22
2023-01-03 22:00:00+0000,30724.25,0.0,48352.0,1,3,1,23
2023-01-03 23:00:00+0000,32743.5,0.0,46164.5,1,4,2,0
2023-01-04 00:00:00+0000,34824.0,0.0,44741.75,1,4,2,1
2023-01-04 01:00:00+0000,35418.75,0.0,44259.75,1,4,2,2
2023-01-04 02:00:00+0000,34634.75,0.0,45149.75,1,4,2,3
2023-01-04 03:00:00+0000,35515.25,0.0,46925.0,1,4,2,4
2023-01-04 04:00:00+0000,39692.25,0.0,49768.5,1,4,2,5
2023-01-04 05:00:00+0000,45624.5,2.75,55701.75,1,4,2,6
2023-01-04 06:00:00+0000,47539.0,3.0,60084.5,1,4,2,7
2023-01-04 07:00:00+0000,47886.5,272.75,63147.0,1,4,2,8
2023-01-04 08:00:00+0000,48166.5,1352.0,64182.0,1,4,2,9
2023-01-04 09:00:00+0000,48423.5,2285.5,65557.75,1,4,2,10
2023-01-04 10:00:00+0000,48483.0,2445.25,66892.0,1,4,2,11
2023-01-04 11:00:00+0000,49146.25,2312.25,67097.75,1,4,2,12
2023-01-04 12:00:00+0000,49482.25,2037.75,65934.5,1,4,2,13
2023-01-04 13:00:00+0000,49312.0,1472.25,65008.25,1,4,2,14
2023-01-04 14:00:00+0000,49480.25,578.25,64415.25,1,4,2,15
2023-01-04 15:00:00+0000,49117.5,33.0,64619.5,1,4,2,16
2023-01-04 16:00:00+0000,49605.25,2.5,66606.5,1,4,2,17
2023-01-04 17:00:00+0000,49502.25,2.0,66148.0,1,4,2,18
2023-01-04 18:00:00+0000,49394.0,0.0,64006.5,1,4,2,19
2023-01-04 19:00:00+0000,49142.0,0.0,60363.0,1,4,2,20
2023-01-04 20:00:00+0000,49092.5,0.0,57242.25,1,4,2,21
2023-01-04 21:00:00+0000,47815.0,0.0,54584.25,1,4,2,22
2023-01-04 22:00:00+0000,46677.0,0.0,51435.5,1,4,2,23
2023-01-04 23:00:00+0000,41924.25,0.0,46678.5,1,5,3,0
2023-01-05 00:00:00+0000,40589.75,0.0,44609.0,1,5,3,1
2023-01-05 01:00:00+0000,40016.0,0.0,44660.0,1,5,3,2
2023-01-05 02:00:00+0000,39848.0,0.0,45043.75,1,5,3,3
2023-01-05 03:00:00+0000,40920.5,0.0,46173.0,1,5,3,4
2023-01-05 04:00:00+0000,42888.75,0.0,48272.75,1,5,3,5
2023-01-05 05:00:00+0000,43038.5,2.75,53112.0,1,5,3,6
2023-01-05 06:00:00+0000,42788.0,2.5,59100.0,1,5,3,7
2023-01-05 07:00:00+0000,41145.75,110.5,61424.75,1,5,3,8
2023-01-05 08:00:00+0000,38434.25,1016.5,62114.5,1,5,3,9
2023-01-05 09:00:00+0000,35637.75,2707.75,62525.25,1,5,3,10
2023-01-05 10:00:00+0000,33951.0,4258.5,63951.5,1,5,3,11
2023-01-05 11:00:00+0000,31627.5,4996.25,64238.0,1,5,3,12
2023-01-05 12:00:00+0000,27854.0,4590.5,62460.5,1,5,3,13
2023-01-05 13:00:00+0000,23826.75,3064.5,60916.0,1,5,3,14
2023-01-05 14:00:00+0000,20119.25,1162.0,59913.0,1,5,3,15
2023-01-05 15:00:00+0000,16964.25,69.0,60113.75,1,5,3,16
2023-01-05 16:00:00+0000,15223.0,2.25,62282.25,1,5,3,17
2023-01-05 17:00:00+0000,13752.0,2.0,61968.0,1,5,3,18
2023-01-05 18:00:00+0000,13270.0,0.0,59748.75,1,5,3,19
2023-01-05 19:00:00+0000,12928.5,0.0,56451.25,1,5,3,20
2023-01-05 20:00:00+0000,13235.75,0.0,52788.75,1,5,3,21
2023-01-05 21:00:00+0000,14319.25,0.0,49974.25,1,5,3,22
2023-01-05 22:00:00+0000,15158.5,0.0,46587.25,1,5,3,23
2023-01-05 23:00:00+0000,16778.0,0.0,43962.0,1,6,4,0
2023-01-06 00:00:00+0000,18457.25,0.0,42095.5,1,6,4,1
2023-01-06 01:00:00+0000,20724.75,0.0,41584.75,1,6,4,2
2023-01-06 02:00:00+0000,22843.0,0.0,42296.75,1,6,4,3
2023-01-06 03:00:00+0000,25009.25,0.0,43703.0,1,6,4,4
2023-01-06 04:00:00+0000,27209.75,0.0,45916.5,1,6,4,5
2023-01-06 05:00:00+0000,29128.25,2.25,49969.75,1,6,4,6
2023-01-06 06:00:00+0000,30464.0,3.0,53778.25,1,6,4,7
2023-01-06 07:00:00+0000,32197.0,224.5,56497.5,1,6,4,8
2023-01-06 08:00:00+0000,33480.75,1760.5,58189.0,1,6,4,9
2023-01-06 09:00:00+0000,34270.25,3953.0,59970.0,1,6,4,10
2023-01-06 10:00:00+0000,34476.75,5848.25,61298.0,1,6,4,11
2023-01-06 11:00:00+0000,34390.25,6536.25,61185.25,1,6,4,12
2023-01-06 12:00:00+0000,34585.75,5577.5,59553.75,1,6,4,13
2023-01-06 13:00:00+0000,32074.25,3407.0,58428.25,1,6,4,14
2023-01-06 14:00:00+0000,29336.25,1165.0,57361.5,1,6,4,15
2023-01-06 15:00:00+0000,26931.0,69.25,57969.5,1,6,4,16
2023-01-06 16:00:00+0000,25837.75,4.0,59909.5,1,6,4,17
2023-01-06 17:00:00+0000,25893.0,2.25,60527.0,1,6,4,18
2023-01-06 18:00:00+0000,24941.0,0.0,58109.0,1,6,4,19
2023-01-06 19:00:00+0000,24553.0,0.0,54721.0,1,6,4,20
2023-01-06 20:00:00+0000,23996.0,0.0,52406.5,1,6,4,21
2023-01-06 21:00:00+0000,22435.75,0.0,50126.75,1,6,4,22
2023-01-06 22:00:00+0000,21043.25,0.0,46624.25,1,6,4,23
2023-01-06 23:00:00+0000,19339.75,0.0,43201.0,1,7,5,0
2023-01-07 00:00:00+0000,18876.25,0.0,41185.25,1,7,5,1
2023-01-07 01:00:00+0000,19551.75,0.0,40162.25,1,7,5,2
2023-01-07 02:00:00+0000,20485.0,0.0,39778.25,1,7,5,3
2023-01-07 03:00:00+0000,20935.0,0.0,40120.75,1,7,5,4
2023-01-07 04:00:00+0000,21222.0,0.0,40901.75,1,7,5,5
2023-01-07 05:00:00+0000,21503.75,2.0,41720.5,1,7,5,6
2023-01-07 06:00:00+0000,22052.0,2.75,44499.25,1,7,5,7
2023-01-07 07:00:00+0000,22306.75,252.75,47370.0,1,7,5,8
2023-01-07 08:00:00+0000,21580.0,2359.75,50230.75,1,7,5,9
2023-01-07 09:00:00+0000,20913.0,5476.0,51914.0,1,7,5,10
2023-01-07 10:00:00+0000,20955.0,8229.5,53639.25,1,7,5,11
2023-01-07 11:00:00+0000,21105.5,9617.75,53693.75,1,7,5,12
2023-01-07 12:00:00+0000,20871.25,9204.25,52312.0,1,7,5,13
2023-01-07 13:00:00+0000,21058.25,6747.5,50279.75,1,7,5,14
2023-01-07 14:00:00+0000,22081.75,2814.75,50658.5,1,7,5,15
2023-01-07 15:00:00+0000,24904.5,226.0,52149.25,1,7,5,16
2023-01-07 16:00:00+0000,28419.5,4.5,55371.0,1,7,5,17
2023-01-07 17:00:00+0000,31392.75,2.75,56110.25,1,7,5,18
2023-01-07 18:00:00+0000,32871.5,0.0,54536.0,1,7,5,19
2023-01-07 19:00:00+0000,33723.5,0.0,51743.5,1,7,5,20
2023-01-07 20:00:00+0000,33753.25,0.0,49493.75,1,7,5,21
2023-01-07 21:00:00+0000,32973.25,0.0,47884.5,1,7,5,22
2023-01-07 22:00:00+0000,33016.75,0.0,44757.25,1,7,5,23
2023-01-07 23:00:00+0000,32706.5,0.0,42509.0,1,8,6,0
2023-01-08 00:00:00+0000,31837.25,0.0,40708.5,1,8,6,1
2023-01-08 01:00:00+0000,30603.5,0.0,39829.75,1,8,6,2
2023-01-08 02:00:00+0000,28985.5,0.0,40059.5,1,8,6,3
2023-01-08 03:00:00+0000,28325.25,0.0,40147.0,1,8,6,4
2023-01-08 04:00:00+0000,27496.75,0.0,40020.0,1,8,6,5
2023-01-08 05:00:00+0000,26403.5,2.0,39918.75,1,8,6,6
2023-01-08 06:00:00+0000,26252.0,2.75,41043.0,1,8,6,7
2023-01-08 07:00:00+0000,26384.5,180.25,43704.75,1,8,6,8
2023-01-08 08:00:00+0000,26658.5,1089.0,47136.5,1,8,6,9
2023-01-08 09:00:00+0000,25579.0,2893.75,49466.5,1,8,6,10
2023-01-08 10:00:00+0000,24651.0,4559.25,52035.75,1,8,6,11
2023-01-08 11:00:00+0000,24008.5,5076.25,51772.0,1,8,6,12
2023-01-08 12:00:00+0000,23025.5,4440.75,50231.25,1,8,6,13
2023-01-08 13:00:00+0000,21933.5,3040.75,48623.25,1,8,6,14
2023-01-08 14:00:00+0000,21319.0,1261.0,48433.75,1,8,6,15
2023-01-08 15:00:00+0000,23080.25,117.0,50304.75,1,8,6,16
2023-01-08 16:00:00+0000,24307.75,2.75,54134.0,1,8,6,17
2023-01-08 17:00:00+0000,24731.0,2.0,55436.75,1,8,6,18
2023-01-08 18:00:00+0000,24408.5,0.0,53863.75,1,8,6,19
2023-01-08 19:00:00+0000,24775.25,0.0,51462.75,1,8,6,20
2023-01-08 20:00:00+0000,24762.5,0.0,49194.5,1,8,6,21
2023-01-08 21:00:00+0000,25195.25,0.0,47953.25,1,8,6,22
2023-01-08 22:00:00+0000,26171.25,0.0,45160.0,1,8,6,23
2023-01-08 23:00:00+0000,26842.0,0.0,43481.75,1,9,0,0
2023-01-09 00:00:00+0000,26894.25,0.0,42441.0,1,9,0,1
2023-01-09 01:00:00+0000,26955.25,0.0,42161.25,1,9,0,2
2023-01-09 02:00:00+0000,26426.0,0.0,42423.0,1,9,0,3
2023-01-09 03:00:00+0000,25544.75,0.0,43800.5,1,9,0,4
2023-01-09 04:00:00+0000,24826.75,0.0,47183.25,1,9,0,5
2023-01-09 05:00:00+0000,24860.75,3.25,55976.0,1,9,0,6
2023-01-09 06:00:00+0000,26122.0,2.5,61933.5,1,9,0,7
2023-01-09 07:00:00+0000,26817.75,150.75,65523.25,1,9,0,8
2023-01-09 08:00:00+0000,26192.25,1526.5,66089.5,1,9,0,9
2023-01-09 09:00:00+0000,25387.0,3524.0,66228.75,1,9,0,10
2023-01-09 10:00:00+0000,24897.25,4833.75,66810.75,1,9,0,11
2023-01-09 11:00:00+0000,22794.25,5078.25,66458.25,1,9,0,12
2023-01-09 12:00:00+0000,20073.5,4780.0,66064.5,1,9,0,13
2023-01-09 13:00:00+0000,17719.25,3555.75,64395.75,1,9,0,14
2023-01-09 14:00:00+0000,16289.75,1497.25,63095.0,1,9,0,15
2023-01-09 15:00:00+0000,16261.25,138.25,63334.25,1,9,0,16
2023-01-09 16:00:00+0000,16860.0,2.75,66029.25,1,9,0,17
2023-01-09 17:00:00+0000,18097.5,3.25,65922.5,1,9,0,18
2023-01-09 18:00:00+0000,19052.0,0.0,64274.75,1,9,0,19
2023-01-09 19:00:00+0000,20008.25,0.0,60572.25,1,9,0,20
2023-01-09 20:00:00+0000,20738.25,0.0,57381.25,1,9,0,21
2023-01-09 21:00:00+0000,21138.25,0.0,54345.0,1,9,0,22
2023-01-09 22:00:00+0000,21237.5,0.0,50887.5,1,9,0,23
2023-01-09 23:00:00+0000,21080.75,0.0,47992.75,1,10,1,0
2023-01-10 00:00:00+0000,21208.75,0.0,45917.0,1,10,1,1
2023-01-10 01:00:00+0000,21313.75,0.0,45441.0,1,10,1,2
2023-01-10 02:00:00+0000,21035.25,0.0,46005.0,1,10,1,3
2023-01-10 03:00:00+0000,21635.25,0.0,47452.5,1,10,1,4
2023-01-10 04:00:00+0000,21339.0,0.0,50984.5,1,10,1,5
2023-01-10 05:00:00+0000,20964.0,2.5,57658.25,1,10,1,6
2023-01-10 06:00:00+0000,20168.5,2.75,63619.0,1,10,1,7
2023-01-10 07:00:00+0000,19380.0,174.0,66287.75,1,10,1,8
2023-01-10 08:00:00+0000,20152.25,1667.5,66847.0,1,10,1,9
2023-01-10 09:00:00+0000,20616.75,3973.0,67391.75,1,10,1,10
2023-01-10 10:00:00+0000,21033.0,5582.0,67594.75,1,10,1,11
2023-01-10 11:00:00+0000,21474.0,6073.5,67012.75,1,10,1,12
2023-01-10 12:00:00+0000,22127.75,5320.25,66256.75,1,10,1,13
2023-01-10 13:00:00+0000,21836.25,3610.75,64830.0,1,10,1,14
2023-01-10 14:00:00+0000,22490.75,1565.5,64041.5,1,10,1,15
2023-01-10 15:00:00+0000,25054.5,161.0,65015.25,1,10,1,16
2023-01-10 16:00:00+0000,28300.75,2.0,67937.25,1,10,1,17
2023-01-10 17:00:00+0000,31814.75,2.5,67977.75,1,10,1,18
2023-01-10 18:00:00+0000,33266.5,0.0,66773.75,1,10,1,19
2023-01-10 19:00:00+0000,36036.5,0.0,63558.5,1,10,1,20
2023-01-10 20:00:00+0000,37467.25,0.0,60247.25,1,10,1,21
2023-01-10 21:00:00+0000,37540.0,0.0,57062.5,1,10,1,22
2023-01-10 22:00:00+0000,37935.0,0.0,54022.25,1,10,1,23
2023-01-10 23:00:00+0000,36149.0,0.0,50647.5,1,11,2,0
2023-01-11 00:00:00+0000,35685.25,0.0,48647.5,1,11,2,1
2023-01-11 01:00:00+0000,36290.25,0.0,47805.5,1,11,2,2
2023-01-11 02:00:00+0000,35197.25,0.0,48027.5,1,11,2,3
2023-01-11 03:00:00+0000,35994.75,0.0,49076.75,1,11,2,4
2023-01-11 04:00:00+0000,38757.75,0.0,52448.5,1,11,2,5
2023-01-11 05:00:00+0000,39897.25,2.5,59760.5,1,11,2,6
2023-01-11 06:00:00+0000,36929.25,3.0,65888.5,1,11,2,7
2023-01-11 07:00:00+0000,33012.0,173.25,68420.25,1,11,2,8
2023-01-11 08:00:00+0000,30661.75,1180.75,68045.25,1,11,2,9
2023-01-11 09:00:00+0000,28910.75,2448.0,68150.5,1,11,2,10
2023-01-11 10:00:00+0000,27374.25,3294.75,68848.5,1,11,2,11
2023-01-11 11:00:00+0000,26781.25,3876.75,67895.0,1,11,2,12
2023-01-11 12:00:00+0000,27880.75,3528.5,66679.25,1,11,2,13
2023-01-11 13:00:00+0000,28331.0,2511.25,65970.5,1,11,2,14
2023-01-11 14:00:00+0000,28647.25,1060.75,65235.25,1,11,2,15
2023-01-11 15:00:00+0000,29263.75,124.75,65690.25,1,11,2,16
2023-01-11 16:00:00+0000,31120.5,2.25,68357.0,1,11,2,17
2023-01-11 17:00:00+0000,33610.75,2.25,68192.25,1,11,2,18
2023-01-11 18:00:00+0000,35901.75,0.0,66528.75,1,11,2,19
2023-01-11 19:00:00+0000,36907.75,0.0,63008.0,1,11,2,20
2023-01-11 20:00:00+0000,38108.75,0.0,59739.75,1,11,2,21
2023-01-11 21:00:00+0000,39270.75,0.0,56695.75,1,11,2,22
2023-01-11 22:00:00+0000,41020.75,0.0,54000.5,1,11,2,23
2023-01-11 23:00:00+0000,43069.75,0.0,51222.5,1,12,3,0
2023-01-12 00:00:00+0000,42251.75,0.0,49455.0,1,12,3,1
2023-01-12 01:00:00+0000,40759.0,0.0,48666.0,1,12,3,2
2023-01-12 02:00:00+0000,40661.5,0.0,48683.0,1,12,3,3
2023-01-12 03:00:00+0000,40403.5,0.0,49665.5,1,12,3,4
2023-01-12 04:00:00+0000,42827.5,0.0,53023.0,1,12,3,5
2023-01-12 05:00:00+0000,44910.75,2.0,61110.25,1,12,3,6
2023-01-12 06:00:00+0000,46110.5,3.0,66639.5,1,12,3,7
2023-01-12 07:00:00+0000,46905.0,268.0,69503.0,1,12,3,8
2023-01-12 08:00:00+0000,47542.0,1421.75,70207.5,1,12,3,9
2023-01-12 09:00:00+0000,48048.75,2703.0,70784.5,1,12,3,10
2023-01-12 10:00:00+0000,48269.0,3460.75,71710.25,1,12,3,11
2023-01-12 11:00:00+0000,47676.75,3578.25,70803.75,1,12,3,12
2023-01-12 12:00:00+0000,47369.25,3225.5,69838.75,1,12,3,13
2023-01-12 13:00:00+0000,46403.75,2293.75,68419.75,1,12,3,14
2023-01-12 14:00:00+0000,43886.5,1069.75,67606.75,1,12,3,15
2023-01-12 15:00:00+0000,41574.5,81.5,67327.5,1,12,3,16
2023-01-12 16:00:00+0000,41200.25,2.25,69233.5,1,12,3,17
2023-01-12 17:00:00+0000,42663.25,2.25,69065.0,1,12,3,18
2023-01-12 18:00:00+0000,44272.75,0.0,67539.5,1,12,3,19
2023-01-12 19:00:00+0000,45406.0,0.0,63744.5,1,12,3,20
2023-01-12 20:00:00+0000,46350.5,0.0,60089.75,1,12,3,21
2023-01-12 21:00:00+0000,45535.0,0.0,57127.0,1,12,3,22
2023-01-12 22:00:00+0000,45533.75,0.0,53730.75,1,12,3,23
2023-01-12 23:00:00+0000,44762.5,0.0,50318.5,1,13,4,0
2023-01-13 00:00:00+0000,44319.0,0.0,48803.5,1,13,4,1
2023-01-13 01:00:00+0000,43263.25,0.0,48175.5,1,13,4,2
2023-01-13 02:00:00+0000,42961.25,0.0,48215.5,1,13,4,3
2023-01-13 03:00:00+0000,41215.75,0.0,49394.75,1,13,4,4
2023-01-13 04:00:00+0000,41626.75,0.0,52549.5,1,13,4,5
2023-01-13 05:00:00+0000,41803.0,2.0,59112.0,1,13,4,6
2023-01-13 06:00:00+0000,41286.5,2.75,65091.0,1,13,4,7
2023-01-13 07:00:00+0000,41032.5,191.75,67817.25,1,13,4,8
2023-01-13 08:00:00+0000,40576.0,1700.0,68323.75,1,13,4,9
2023-01-13 09:00:00+0000,41470.5,4038.25,68680.5,1,13,4,10
2023-01-13 10:00:00+0000,42913.0,6330.25,68927.0,1,13,4,11
2023-01-13 11:00:00+0000,44365.0,7581.75,68837.75,1,13,4,12
2023-01-13 12:00:00+0000,45056.25,7115.0,67816.0,1,13,4,13
2023-01-13 13:00:00+0000,45036.25,5264.75,65914.5,1,13,4,14
2023-01-13 14:00:00+0000,45263.25,2364.25,65402.25,1,13,4,15
2023-01-13 15:00:00+0000,45458.5,261.75,66213.0,1,13,4,16
2023-01-13 16:00:00+0000,45239.0,3.75,68577.5,1,13,4,17
2023-01-13 17:00:00+0000,46081.5,4.0,67923.75,1,13,4,18
2023-01-13 18:00:00+0000,44956.25,0.0,64353.5,1,13,4,19
2023-01-13 19:00:00+0000,44023.5,0.0,60832.0,1,13,4,20
2023-01-13 20:00:00+0000,43234.0,0.0,57323.0,1,13,4,21
2023-01-13 21:00:00+0000,41707.25,0.0,54256.0,1,13,4,22
2023-01-13 22:00:00+0000,40549.5,0.0,51075.0,1,13,4,23
2023-01-13 23:00:00+0000,40731.75,0.0,49449.25,1,14,5,0
2023-01-14 00:00:00+0000,39393.0,0.0,47012.25,1,14,5,1
2023-01-14 01:00:00+0000,38797.75,0.0,45773.0,1,14,5,2
2023-01-14 02:00:00+0000,37687.0,0.0,45592.25,1,14,5,3
2023-01-14 03:00:00+0000,35833.25,0.0,45989.5,1,14,5,4
2023-01-14 04:00:00+0000,33663.75,0.0,45874.25,1,14,5,5
2023-01-14 05:00:00+0000,31934.25,2.5,46337.75,1,14,5,6
2023-01-14 06:00:00+0000,31987.75,3.25,48776.25,1,14,5,7
2023-01-14 07:00:00+0000,33535.0,634.25,52122.25,1,14,5,8
2023-01-14 08:00:00+0000,34275.75,3499.75,54930.75,1,14,5,9
2023-01-14 09:00:00+0000,35679.5,5926.75,56981.5,1,14,5,10
2023-01-14 10:00:00+0000,37904.0,6274.25,58556.0,1,14,5,11
2023-01-14 11:00:00+0000,40237.75,5535.75,58735.0,1,14,5,12
2023-01-14 12:00:00+0000,42801.25,3874.0,57860.25,1,14,5,13
2023-01-14 13:00:00+0000,44972.25,2298.25,56625.75,1,14,5,14
2023-01-14 14:00:00+0000,47113.5,897.0,56687.0,1,14,5,15
2023-01-14 15:00:00+0000,48659.5,82.5,58146.0,1,14,5,16
2023-01-14 16:00:00+0000,48946.5,2.25,60648.25,1,14,5,17
2023-01-14 17:00:00+0000,50050.0,2.25,60943.75,1,14,5,18
2023-01-14 18:00:00+0000,49995.25,0.0,58601.75,1,14,5,19
2023-01-14 19:00:00+0000,48539.0,0.0,55121.0,1,14,5,20
2023-01-14 20:00:00+0000,47346.5,0.0,52482.25,1,14,5,21
2023-01-14 21:00:00+0000,45234.0,0.0,50955.25,1,14,5,22
2023-01-14 22:00:00+0000,43453.25,0.0,48311.0,1,14,5,23
2023-01-14 23:00:00+0000,42100.0,0.0,45464.0,1,15,6,0
2023-01-15 00:00:00+0000,41141.75,0.0,43754.0,1,15,6,1
2023-01-15 01:00:00+0000,39590.0,0.0,42834.25,1,15,6,2
2023-01-15 02:00:00+0000,38221.0,0.0,42724.75,1,15,6,3
2023-01-15 03:00:00+0000,37407.25,0.0,42812.0,1,15,6,4
2023-01-15 04:00:00+0000,36848.5,0.0,42774.5,1,15,6,5
2023-01-15 05:00:00+0000,36770.25,2.25,42550.0,1,15,6,6
2023-01-15 06:00:00+0000,36535.5,2.5,43953.0,1,15,6,7
2023-01-15 07:00:00+0000,37639.5,112.5,47380.75,1,15,6,8
2023-01-15 08:00:00+0000,38185.0,964.75,51295.25,1,15,6,9
2023-01-15 09:00:00+0000,40106.75,2719.75,54201.5,1,15,6,10
2023-01-15 10:00:00+0000,42636.5,4252.0,56895.5,1,15,6,11
2023-01-15 11:00:00+0000,44330.75,5054.0,57352.75,1,15,6,12
2023-01-15 12:00:00+0000,44445.75,5002.5,56274.0,1,15,6,13
2023-01-15 13:00:00+0000,44575.5,3869.75,54905.0,1,15,6,14
2023-01-15 14:00:00+0000,45362.5,1901.25,54315.5,1,15,6,15
2023-01-15 15:00:00+0000,47141.5,246.0,55411.75,1,15,6,16
2023-01-15 16:00:00+0000,48049.0,2.5,58481.75,1,15,6,17
2023-01-15 17:00:00+0000,48444.75,2.25,59280.0,1,15,6,18
2023-01-15 18:00:00+0000,46431.75,0.0,57939.5,1,15,6,19
2023-01-15 19:00:00+0000,45060.0,0.0,55320.75,1,15,6,20
2023-01-15 20:00:00+0000,42729.25,0.0,53599.75,1,15,6,21
2023-01-15 21:00:00+0000,39939.75,0.0,52711.5,1,15,6,22
2023-01-15 22:00:00+0000,36966.5,0.0,49818.0,1,15,6,23
2023-01-15 23:00:00+0000,34259.75,0.0,47319.75,1,16,0,0
2023-01-16 00:00:00+0000,31160.5,0.0,45568.5,1,16,0,1
2023-01-16 01:00:00+0000,28057.25,0.0,44332.75,1,16,0,2
2023-01-16 02:00:00+0000,25862.5,0.0,44191.0,1,16,0,3
2023-01-16 03:00:00+0000,23473.25,0.0,45678.75,1,16,0,4
